round_num,n_samples,accuracy,calibration_accuracy,roc_auc,log_loss,brier_score,avg_confidence,model,dataset
26,6794,0.6835443037974683,0.689602909972719,0.7217265333686783,3.58166591560769,0.2412607357568151,0.5002342281119553,knn,kaggle
27,5696,0.6790730337078652,0.6934523809523809,0.7146630717594054,3.8602788558341485,0.24380235650105875,0.4979715811309989,knn,kaggle
28,4638,0.6705476498490729,0.6751361161524501,0.7024023566685094,4.131561674617984,0.2507601054590141,0.4995614234353923,knn,kaggle
29,3542,0.6727837380011293,0.6816302421736562,0.7188713258116445,3.3473402848517115,0.24194850700214768,0.5011523676269476,knn,kaggle
30,2362,0.6591871295512278,0.6730245231607629,0.7075369902083584,4.233195469118404,0.24680599313320725,0.5041638451705575,knn,kaggle
1,12684,0.5810469883317565,0.5810469883317565,0.5874459771774738,0.6797816144829452,0.2433490864014204,0.5047200208826528,mlp,kaggle
2,12684,0.6050141911069064,0.6050141911069064,0.614954716152502,0.6701067163038145,0.2385792251816944,0.5061407871603457,mlp,kaggle
3,12684,0.6054872280037843,0.6041083099906629,0.6441168963528572,0.6612650037809953,0.23433916746547312,0.5070857307312476,mlp,kaggle
4,12684,0.6345001576789656,0.6343307086614173,0.6723382114859305,0.6471006437002552,0.22758342388292588,0.5059717006675089,mlp,kaggle
5,12684,0.6457742037212236,0.6412960415711447,0.6896121634478974,0.6377783302945328,0.2232677176946315,0.507746566114045,mlp,kaggle
6,12684,0.6566540523494165,0.6554529807541856,0.7062142891453322,0.6266380690877378,0.21812264397179756,0.5056778278618905,mlp,kaggle
7,12684,0.6653263954588458,0.6628358440751669,0.7177483239834828,0.6183242119210727,0.21443739164704928,0.5056770435065889,mlp,kaggle
8,12684,0.6758120466729738,0.6741099312929419,0.7313589624554996,0.6081827842852693,0.20979969172461047,0.5042120394827576,mlp,kaggle
9,12684,0.6820403658152002,0.6810412419633056,0.7414642274610823,0.6001398433317364,0.20629753675999005,0.5036038086857454,mlp,kaggle
10,12684,0.6899243140964996,0.68852715604946,0.7538521453637959,0.5901952409784984,0.2017050224911735,0.5029936263623914,mlp,kaggle
11,12684,0.695679596341848,0.6977374123645634,0.7637399864409018,0.581351534388593,0.1979750996823718,0.5027249917977694,mlp,kaggle
12,12684,0.7015925575528225,0.7027112731885207,0.7712173308426918,0.5741114314152755,0.1949801889729508,0.5023447294186257,mlp,kaggle
13,12684,0.7055345316934721,0.7084599392291699,0.7784000403371734,0.5670820518080179,0.19204294873647562,0.502590868045112,mlp,kaggle
14,12684,0.7160201829076002,0.7140625,0.7854913174134761,0.559861728183089,0.18894724781287825,0.5032637470135525,mlp,kaggle
15,12684,0.7146799116997793,0.7168338907469343,0.7894291767845245,0.5560146212453042,0.1873966738808853,0.5060061255967198,mlp,kaggle
16,12684,0.7305266477451908,0.7305266477451908,0.8010810108877549,0.5428547700827652,0.1816199409949597,0.5072015113859771,mlp,kaggle
17,12654,0.7350244981823929,0.738837134596852,0.8073823492829757,0.536471928873569,0.1788959586558347,0.5022278012058871,mlp,kaggle
18,12494,0.7379542180246519,0.7379542180246519,0.8130265261437863,0.530178231809818,0.17639024978247755,0.5020559469699597,mlp,kaggle
19,12190,0.7361771944216571,0.7415673770766907,0.8127079378260936,0.5305801402326108,0.1766824474000376,0.5032711735405692,mlp,kaggle
20,11758,0.7473209729545841,0.7471948316899014,0.8154682247806236,0.5268052841691191,0.17476247962881208,0.5053731361199247,mlp,kaggle
21,11162,0.7410858269127396,0.7407407407407407,0.8147138551233594,0.5281628092537095,0.17524047486827335,0.505619931848239,mlp,kaggle
22,10496,0.741234756097561,0.741234756097561,0.8121856743916382,0.5313245352236412,0.17632804876074148,0.5060465884557456,mlp,kaggle
23,9700,0.7442268041237113,0.7427751588440255,0.8151227122967372,0.5276515786151665,0.17500037326914508,0.5058527063038474,mlp,kaggle
24,8800,0.7427272727272727,0.7427272727272727,0.8089824896694214,0.5343111797268846,0.17710956126846064,0.5070055397497228,mlp,kaggle
25,7798,0.7418568863811233,0.7343439363817097,0.8071897286452139,0.536790593721306,0.17815735075168343,0.5088818359358775,mlp,kaggle
26,6794,0.7421254047689138,0.7393075356415478,0.8023342905292545,0.5420517484570473,0.18055585821295317,0.5098777825074867,mlp,kaggle
27,5696,0.7315660112359551,0.7314847314847315,0.7927807977804254,0.5527235629015586,0.18474214334527206,0.5126458691193599,mlp,kaggle
28,4638,0.7253126347563605,0.7168949771689498,0.7854019544565108,0.5581443647788968,0.18732639200465467,0.515718675894067,mlp,kaggle
29,3542,0.7419536984754376,0.7419536984754376,0.7903542582181522,0.5521100631038136,0.18452152165736332,0.5209603660355343,mlp,kaggle
30,2362,0.6964436917866215,0.6589041095890411,0.785404452805893,0.5465911624338466,0.1836191184637028,0.5222604469472637,mlp,kaggle
1,13308,0.5817553351367598,0.5817553351367598,0.5923413638302315,0.678988457802194,0.24296510954762285,0.5006871952852624,logistic_regression,combined
2,13308,0.6108355876164713,0.6109189351782223,0.6223945198311418,0.6682504710963274,0.23768452751864608,0.499845960579531,logistic_regression,combined
3,13308,0.6183498647430117,0.6183676536900646,0.646633619657331,0.662584752336218,0.2348637101028428,0.5000844221641639,logistic_regression,combined
4,13308,0.6327772768259693,0.6328371673432567,0.6687650291188967,0.6500867475245454,0.2289373519344061,0.49982023502787853,logistic_regression,combined
5,13308,0.6365344153892396,0.6366782006920415,0.6908031142850406,0.6364330499877318,0.22261900337868845,0.49986543889012347,logistic_regression,combined
6,13308,0.6560715359182446,0.656141933543828,0.7069294260537763,0.6255114636169411,0.21769591936877994,0.49981235319330736,logistic_regression,combined
7,13306,0.6622576281376823,0.6624529721595185,0.718565973216686,0.6174749147235719,0.21404002654968826,0.499844737301245,logistic_regression,combined
8,13306,0.6718021944987224,0.6717763751127142,0.7276315326623998,0.6109734350052761,0.21119455808519455,0.4998380999522668,logistic_regression,combined
9,13306,0.6772884413046746,0.6772884413046746,0.73984803899851,0.6013317962489804,0.20689710489182217,0.4998267008083529,logistic_regression,combined
10,13306,0.6895385540357734,0.6895670475045099,0.7509071297949462,0.5918714865911181,0.2027211174323089,0.4998433003049221,logistic_regression,combined
11,13306,0.6983315797384638,0.6984508948714092,0.7615188206317465,0.5822233411810426,0.19854273690184668,0.499845272518849,logistic_regression,combined
12,13306,0.6984818878701338,0.6984818878701338,0.768667685936389,0.575581114250105,0.19577972047442913,0.4998343037400143,logistic_regression,combined
13,13306,0.7071246054411544,0.707218045112782,0.7767606367741982,0.5681902721357066,0.19259133870049386,0.4998677638329421,logistic_regression,combined
14,13306,0.7183977153163986,0.7184962406015037,0.7857368314499105,0.5595437476268305,0.18879065388801422,0.4998587643199738,logistic_regression,combined
15,13306,0.7174207124605441,0.7174860923169448,0.7866238369447989,0.5594795275262228,0.18848413643466327,0.49981686280547877,logistic_regression,combined
16,13306,0.7307229821133323,0.7302039592081584,0.7983584897062426,0.5469233662075181,0.1830641258008277,0.5008007628596577,logistic_regression,combined
17,13262,0.7329211280349872,0.7327807083647325,0.805837849900072,0.5388583682537118,0.17963580844068724,0.500150323034387,logistic_regression,combined
18,13104,0.7355769230769231,0.7353972853439072,0.8087932377366901,0.5363043192747254,0.17831070843086289,0.500256371468487,logistic_regression,combined
19,12742,0.7374038612462722,0.737329358230033,0.8149002845331891,0.5281456614854747,0.17524632712331195,0.5000547648591754,logistic_regression,combined
20,12348,0.7538062844185294,0.7538062844185294,0.8194262117205932,0.5230023198733112,0.17289612080779554,0.5001229790305983,logistic_regression,combined
21,11754,0.7514888548579207,0.751446070091868,0.8202569034094636,0.5232025437822229,0.17275770821401482,0.5001029425375925,logistic_regression,combined
22,11034,0.7522204096429219,0.75212900887842,0.8167564627717009,0.5290863985139225,0.1749323945241498,0.5000808091940466,logistic_regression,combined
23,10210,0.7556317335945152,0.7555816686251469,0.8196460231322444,0.5285811189274828,0.1744704550400703,0.5001104761208585,logistic_regression,combined
24,9320,0.7456008583690987,0.7455481656296932,0.816402609184181,0.5349799081395608,0.17718217708731296,0.500068278931148,logistic_regression,combined
25,8264,0.7369312681510165,0.7367021276595744,0.8112441007732252,0.5454223370824712,0.18153064645541148,0.5001091205278331,logistic_regression,combined
26,7192,0.7452725250278087,0.7452725250278087,0.8062953244304325,0.5571065324213643,0.18625269834040412,0.5001465266564185,logistic_regression,combined
27,6134,0.7337789370720574,0.7338551859099804,0.7952828627131759,0.5716130770201961,0.1925954689607306,0.5000569099144211,logistic_regression,combined
28,4842,0.7079719124328789,0.7078002476269087,0.7713220630238545,0.5969448491621938,0.20396303729337167,0.5001455591256921,logistic_regression,combined
29,3670,0.7193460490463215,0.7195853791598472,0.7659421333590716,0.6104623840651955,0.2099819579547894,0.500057894935356,logistic_regression,combined
30,2502,0.7118305355715427,0.712,0.786227932122727,0.6048998456772244,0.20695140643107374,0.5000535187597162,logistic_regression,combined
1,13308,0.5775473399458972,0.5769001490312966,0.5896624235280576,0.6809805645819516,0.24385999328138175,0.4997008514915182,random_forest,combined
2,13308,0.5962578899909828,0.5963302752293578,0.6073660333352937,0.6811881449852251,0.24315565027001926,0.49909995682423686,random_forest,combined
3,13308,0.5969341749323716,0.5958395245170877,0.6199930566904892,0.6844868677793369,0.24357799290408594,0.49834955812276494,random_forest,combined
4,13308,0.6017433122933574,0.5983439860546194,0.6333573803752829,0.6830415150874225,0.24223607979260275,0.4997643152201467,random_forest,combined
5,13308,0.6177487225728885,0.615782473769765,0.6564182045074098,0.6732607633346677,0.23683213922187205,0.49920440420178624,random_forest,combined
6,13308,0.6281935677787797,0.6239465271723337,0.6682103909962743,0.6716111614127575,0.2347440280729786,0.4986785379828731,random_forest,combined
7,13306,0.6371561701488051,0.632573005956705,0.6811020950079785,0.6664896429610367,0.23139402400191253,0.49944947925610633,random_forest,combined
8,13306,0.6408387193747181,0.6382821723730815,0.6860297301034834,0.6673063195761201,0.2309017887471765,0.4968890539671459,random_forest,combined
9,13306,0.6488050503532241,0.6447368421052632,0.7008353295908498,0.6554177094000891,0.2254484159370459,0.4979998588114529,random_forest,combined
10,13306,0.6619570118743424,0.6583394562821455,0.7109056694135197,0.6534567924338308,0.22285281147990751,0.49908982243900846,random_forest,combined
11,13306,0.6718021944987224,0.6683853859752504,0.7271727799542045,0.6363514054901876,0.21620683020898385,0.49905490632371724,random_forest,combined
12,13306,0.6749586652637908,0.6712268314210061,0.7285985157292274,0.640659693698082,0.2166346358383442,0.5006487845384135,random_forest,combined
13,13306,0.6829249962422967,0.6779239766081872,0.739771518084341,0.6310711886401067,0.2120636317289736,0.5014143441332316,random_forest,combined
14,13306,0.682173455583947,0.6768826619964974,0.7435530903887314,0.6295671521726557,0.21100182166806386,0.5001360321806361,random_forest,combined
15,13306,0.6890124755749286,0.686268700933195,0.7513798672819638,0.623167063290352,0.20771831185325573,0.4990399015732184,random_forest,combined
16,13306,0.7238088080565158,0.7219076005961251,0.790610854461175,0.5592901200218257,0.18689711232016526,0.49992375187926347,random_forest,combined
17,13262,0.7128638214447293,0.7135077900468916,0.7757948054818357,0.6022738236544982,0.19685621363430786,0.499101322001357,random_forest,combined
18,13104,0.7126068376068376,0.7106775559588627,0.7778628840041385,0.5997193731791683,0.19605124323652806,0.5009724271637568,random_forest,combined
19,12742,0.7161356145032177,0.7156279361102411,0.7796512908305842,0.6051896536820655,0.19603637176374333,0.5015743896612221,random_forest,combined
20,12348,0.7197926789763525,0.718097074895532,0.783789028129184,0.6001046643926025,0.19402839817491274,0.49887629846477755,random_forest,combined
21,11754,0.7300493449038625,0.7272268907563025,0.7888122627527752,0.5898462061994876,0.1910409556250191,0.499281231661683,random_forest,combined
22,11034,0.7209534167119811,0.7173680456490727,0.7823766269065553,0.6029063017781365,0.1943747177953753,0.49945788901111715,random_forest,combined
23,10210,0.7296767874632712,0.7270966492349409,0.7864504753746255,0.596576096945701,0.19203514176517877,0.4959926681463849,random_forest,combined
24,9320,0.7137339055793992,0.7092436974789916,0.7838797224115382,0.5931350696862068,0.19323437076953948,0.5019710629005867,random_forest,combined
25,8264,0.7175701839303001,0.7121283624351109,0.7777042554557304,0.6029245380007411,0.19623977042426355,0.5040762078965056,random_forest,combined
26,7192,0.7167686318131257,0.7100511991376988,0.7691852413570388,0.6099787938663952,0.20056868757634394,0.501938140273276,random_forest,combined
27,6134,0.7085099445712423,0.7082383588407685,0.7613235926816053,0.6252902433869958,0.20465581318681725,0.49681631174961255,random_forest,combined
28,4842,0.6840148698884758,0.6808769792935444,0.7332162250281127,0.6659632393697528,0.2187808736103904,0.49866809666618805,random_forest,combined
29,3670,0.6923705722070844,0.6937431394072447,0.7349529657210314,0.6601726210368184,0.21740210535539883,0.4940606569698725,random_forest,combined
30,2502,0.6802557953637091,0.6763096168881939,0.7561346606168303,0.6213094385338858,0.20696854101510376,0.5012197138275885,random_forest,combined
1,13308,0.5532010820559062,0.5463096015676029,0.5610696165816946,1.202195261713809,0.2734214272468873,0.5260844277994733,knn,combined
2,13308,0.551472798316802,0.55196017423771,0.5684406323321796,1.4451898611466,0.2741493740163402,0.5021176967306187,knn,combined
3,13308,0.5697324917342952,0.5736128625472888,0.5837481882845215,1.6864840369980998,0.2721440330541151,0.5050777678327351,knn,combined
4,13308,0.5761196272918545,0.5802180685358256,0.5988455725933376,2.1104331024589045,0.273217589312783,0.4976781592897266,knn,combined
5,13308,0.599263600841599,0.6012973299140142,0.6235102555992545,2.1398722727204276,0.2684381197990783,0.5030518790886704,knn,combined
6,13308,0.6015178839795612,0.6026272577996716,0.6311319731114005,2.598865108414976,0.26968692823126506,0.5029658770217696,knn,combined
7,13306,0.6072448519464904,0.6157725813846859,0.6441767550428628,2.793539442181274,0.2665242870441252,0.49824135411342363,knn,combined
8,13306,0.6240042086276868,0.6304448206864707,0.6533910411428352,2.8819001997832183,0.2635051137501924,0.49518000226555503,knn,combined
9,13306,0.6241545167593567,0.6291685876748118,0.6586566831461884,3.0686899279721147,0.2628589606474994,0.5005690367645049,knn,combined
10,13306,0.6359537050954457,0.640784075368485,0.670419282872742,3.298111310883012,0.259350267118967,0.5045251293600579,knn,combined
11,13306,0.6427175710205922,0.6526741293532339,0.6817359850432001,3.134070623402751,0.25422128402506594,0.500660985811569,knn,combined
12,13306,0.6437697279422817,0.6521405554703085,0.6863120577101893,3.3201639260854745,0.2534558389768047,0.5050114039347442,knn,combined
13,13306,0.6538403727641665,0.664203233256351,0.6973850429153099,3.2693863806526013,0.24909304799888213,0.5028697098296269,knn,combined
14,13306,0.6599278520967984,0.6667178620795576,0.6980321947682513,3.5835936467482825,0.25033871866535357,0.5013274863935223,knn,combined
15,13306,0.664812866376071,0.6762915561105042,0.706858804273396,3.6540115083325837,0.24786725081072114,0.4996345441068931,knn,combined
16,13306,0.6875845483240643,0.6880457693465823,0.7497037271514075,1.8905773842068905,0.21263080998063724,0.4987995981137831,knn,combined
17,13262,0.6901673955662796,0.700533082470994,0.7367026697946365,2.989726102549606,0.22821053896904298,0.5032631146374724,knn,combined
18,13104,0.6913156288156288,0.6983029541169076,0.7398332942918565,3.0864695386937746,0.22823401940099922,0.5015126185757771,knn,combined
19,12742,0.693768639146131,0.7010025873221216,0.7408199545297777,3.2531463502016003,0.22889808514951868,0.503423766985756,knn,combined
20,12348,0.6937965662455459,0.7039244908097367,0.7393861018268506,3.559954417979893,0.23208735828843435,0.5019159478905517,knn,combined
21,11754,0.69967670580228,0.7100209497206704,0.746532056439524,3.3543318172991636,0.22689163277025992,0.5011196181024254,knn,combined
22,11034,0.6962117092622803,0.7018221976808393,0.742344480811021,3.3213839127791136,0.23016094172397664,0.5012712349424991,knn,combined
23,10210,0.6994123408423114,0.7123231494771376,0.7422590822885899,3.2611291438696375,0.23046637403715006,0.4941619408524136,knn,combined
24,9320,0.6945278969957082,0.7058044581770029,0.741384143196596,3.2852771034252997,0.22899405518242244,0.5045551835357635,knn,combined
25,8264,0.6983301064859632,0.7030716723549488,0.7353290704899029,3.324059645255678,0.23237083217582022,0.5042128617744482,knn,combined
26,7192,0.6871523915461624,0.700945287883128,0.7270126026817585,3.377916297279044,0.237899194745378,0.49835097314624455,knn,combined
27,6134,0.6855233126834039,0.6967018021081265,0.7222529575062491,3.193136729014494,0.24135227619575553,0.49456869012220084,knn,combined
28,4842,0.6600578273440727,0.669681309216193,0.6928865405807405,3.8957835095267455,0.2570512775164446,0.49852551290647307,knn,combined
29,3670,0.6697547683923706,0.6826867400115808,0.699933624869143,3.310397877751618,0.25477848807742004,0.48936460977775464,knn,combined
30,2502,0.6642685851318945,0.6669477234401349,0.7109957118238264,4.274858783205086,0.2484360201131742,0.49834842401427354,knn,combined
1,13308,0.5809287646528404,0.5811605124340617,0.5880213659334159,0.6798246040831994,0.24337058970624667,0.49291354227498363,mlp,combined
2,13308,0.6112864442440638,0.6117061396892443,0.6227164909089218,0.6680782918101589,0.23758180265362058,0.4883058402096345,mlp,combined
3,13308,0.6151938683498648,0.6281558267848186,0.646589498405853,0.6603571331423902,0.23388170700337457,0.4857067186746775,mlp,combined
4,13308,0.6320258491133153,0.6328443973990625,0.6672896831301385,0.6504534441047527,0.22917163595707263,0.4846529882637791,mlp,combined
5,13308,0.6431469792605952,0.6563269325455441,0.6928118903825293,0.636184949472995,0.2225154500862923,0.4885279468465023,mlp,combined
6,13308,0.6544935377216712,0.6542617046818727,0.707518067014433,0.6261720866848963,0.21795771878556802,0.48866480128384754,mlp,combined
7,13306,0.6643619419810611,0.6700357642668325,0.7195039248767504,0.6176861758272907,0.21411966891098203,0.4901331657654695,mlp,combined
8,13306,0.6712009619720427,0.6697466467958271,0.7275334810629037,0.6110529094138509,0.21122817262463878,0.49090164024514366,mlp,combined
9,13306,0.6757853599879754,0.6809531177471763,0.7397745341876897,0.60144490108639,0.20697367272224648,0.49145733859871554,mlp,combined
10,13306,0.6884863971140839,0.6868852459016394,0.750993817349616,0.5919619804143774,0.20276312792366433,0.49253987253647724,mlp,combined
11,13306,0.6972042687509394,0.7002442002442002,0.7620389233672302,0.5821629693208461,0.19853257094114302,0.49324388518586504,mlp,combined
12,13306,0.6982564256726289,0.6966308884913536,0.7693995259047016,0.575006147225924,0.1955753986509514,0.49419034996675226,mlp,combined
13,13306,0.7056215241244551,0.7048517520215634,0.7772345716655413,0.5674517167728019,0.19241498844777818,0.4947664787115246,mlp,combined
14,13306,0.7180219449872238,0.716331096196868,0.7856874667621457,0.5588560952383783,0.18875674836674924,0.49611595869556696,mlp,combined
15,13306,0.719600180369758,0.7187780772686433,0.7877306452073135,0.5565585873538855,0.18770121337508427,0.4981359430815,mlp,combined
16,13306,0.7301217495866527,0.7311292270531401,0.7980520558652828,0.5459673047734359,0.18301225959969597,0.4966442196554243,mlp,combined
17,13262,0.7342783893832001,0.7389632364251654,0.8060940008839176,0.5377490165977691,0.17955529341889573,0.49133399012246587,mlp,combined
18,13104,0.7348137973137974,0.735424636572303,0.8089708112315712,0.5350028564188557,0.17819204016269632,0.49210660449864596,mlp,combined
19,12742,0.7377177837074242,0.7382413087934561,0.8147034485966506,0.5278349994825912,0.17528966864779752,0.49449138822233535,mlp,combined
20,12348,0.7545351473922902,0.7543291794788801,0.8203462166022408,0.5209848465941415,0.1722819654757462,0.496770725115985,mlp,combined
21,11754,0.7508082354942998,0.7458305537024683,0.8215955011488565,0.5195360504865604,0.17139746530957717,0.49803892530763555,mlp,combined
22,11034,0.7524016675729563,0.7518538614577681,0.8174368453116834,0.524411154772278,0.17315053708207226,0.49927055686145255,mlp,combined
23,10210,0.7570029382957885,0.7501906941266209,0.8202531941855702,0.5206507987822502,0.17151094103030626,0.5009508361936833,mlp,combined
24,9320,0.7453862660944206,0.7443898268860868,0.8167009431008123,0.5251373646535902,0.17375002444357387,0.5038828977011861,mlp,combined
25,8264,0.7377783155856728,0.730255448793063,0.8121426024445946,0.5317442491789994,0.17706005627894264,0.5070069661793913,mlp,combined
26,7192,0.7440211345939933,0.7423363711681856,0.8062890218522373,0.5392526592810419,0.17993287457426305,0.5108318381419378,mlp,combined
27,6134,0.7318226279752201,0.7315960912052117,0.7956140702444876,0.5514006643153707,0.18486625700623063,0.51370884295957,mlp,combined
28,4842,0.7050805452292441,0.6798261499456718,0.7696465646097814,0.5777334563946845,0.1957244613336138,0.5194405486967181,mlp,combined
29,3670,0.7168937329700272,0.7167755991285403,0.7605085790227858,0.5830357682308204,0.19792689748291764,0.5220367635785186,mlp,combined
30,2502,0.689048760991207,0.6359976998274871,0.7805982232599213,0.5494741473309346,0.18518660200449183,0.5344253861254157,mlp,combined
